"[-0.00000000e+00  1.12248103e-01  1.22124533e-15  6.98588362e-01
  2.49206056e-06  6.93577314e-01  6.00307880e-04  1.38653859e+00
  6.00307880e-04  6.93577314e-01  2.49206056e-06  6.98588362e-01
  1.11022302e-16             nan             nan]","[            nan  6.28852214e-01  4.06163991e-12  6.93972009e-01
  1.27098573e+00  6.93378517e-01  1.38657785e+00  6.94019608e-01
  1.38657785e+00  6.93378517e-01  1.27098573e+00  6.93972029e-01
 -0.00000000e+00             nan             nan]"
"[-0.00000000e+00  1.33228188e-01 -2.22044605e-16  7.01238840e-01
  3.84083295e-06  6.93742994e-01  1.03586167e-03  1.38631783e+00
  1.03586167e-03  6.93742994e-01  3.84083295e-06  7.01238840e-01
  1.11022302e-16             nan             nan]","[            nan  5.49255058e-01  1.03854703e-11  6.94114430e-01
  1.20114640e+00  6.93512978e-01  1.38644027e+00  6.94649607e-01
  1.38644027e+00  6.93512978e-01  1.20114640e+00  6.94114431e-01
 -2.22044605e-16             nan             nan]"
"[-0.00000000e+00  7.03005749e-01 -0.00000000e+00  7.04271414e-01
  5.99747147e-06  6.93973192e-01  1.75022604e-03  1.38544566e+00
  1.75022604e-03  6.93973192e-01  5.99747147e-06  7.04271414e-01
  2.22044605e-16             nan             nan]","[           nan 3.89144617e-01 6.63591404e-12 6.94218038e-01
 1.09936295e+00 6.93711336e-01 1.38579164e+00 6.95673286e-01
 1.38579164e+00 6.93711336e-01 1.09936295e+00 6.94218039e-01
 2.22044605e-16            nan            nan]"
"[-0.00000000e+00  2.17343289e-01  4.44089210e-16  7.07292492e-01
  9.61440050e-06  6.94293176e-01  2.92239205e-03  1.38268469e+00
  2.92239205e-03  6.94293176e-01  9.61440050e-06  7.07292492e-01
 -2.22044605e-16             nan             nan]","[           nan 1.00397977e-01 9.52904422e-13 6.94271201e-01
 9.58907122e-01 6.94005089e-01 1.38357464e+00 6.97324693e-01
 1.38357464e+00 6.94005089e-01 9.58907122e-01 6.94271201e-01
 1.11022302e-16            nan            nan]"
"[-0.00000000e+00  3.11117118e-01 -0.00000000e+00  7.09810904e-01
  1.58969771e-05  6.94739728e-01  4.87211325e-03  1.37460075e+00
  4.87211325e-03  6.94739728e-01  1.58969771e-05  7.09810904e-01
  1.11022302e-16             nan             nan]","[           nan 2.51221729e-01 2.43360887e-13 6.94267298e-01
 7.79281671e-01 6.94449367e-01 1.37657521e+00 6.99992485e-01
 1.37657521e+00 6.94449367e-01 7.79281671e-01 6.94267299e-01
 2.22044605e-16            nan            nan]"
"[-0.00000000e+00  2.25945102e-01 -2.22044605e-16  7.11408419e-01
  2.70132839e-05  6.95370232e-01  8.21944473e-03  1.35182815e+00
  8.21944473e-03  6.95370232e-01  2.70132839e-05  7.11408419e-01
  1.11022302e-16             nan             nan]","[            nan  7.00565501e-01  1.40554235e-13  6.94204388e-01
  5.71918807e-01  6.95147432e-01  1.35459184e+00  7.04357784e-01
  1.35459184e+00  6.95147432e-01  5.71918807e-01  6.94204388e-01
 -2.22044605e-16             nan             nan]"
"[-0.00000000e+00  3.24020772e-01 -2.22044605e-16  7.11897446e-01
  4.69720142e-05  6.96288063e-01  1.42771447e-02  1.29082714e+00
  1.42771447e-02  6.96288063e-01  4.69720142e-05  7.11897446e-01
 -2.22044605e-16             nan             nan]","[           nan 6.77908342e-01 6.76125822e-14 6.94083591e-01
 3.62349198e-01 6.96293547e-01 1.28438871e+00 7.11695575e-01
 1.28438871e+00 6.96293547e-01 3.62349198e-01 6.94083591e-01
 2.22044605e-16            nan            nan]"
"[-0.00000000e+00  6.94247171e-01 -2.22044605e-16  7.11352596e-01
  8.48594630e-05  6.97733955e-01  2.56423333e-02  1.14938372e+00
  2.56423333e-02  6.97733955e-01  8.48594630e-05  7.11352596e-01
 -0.00000000e+00             nan             nan]","[            nan  4.06457315e-01  3.50830476e-14  6.93905845e-01
  1.84618649e-01  6.98161078e-01  1.07170057e+00  7.24166963e-01
  1.07170057e+00  6.98161078e-01  1.84618649e-01  6.93905845e-01
 -4.44089210e-16             nan             nan]"
"[-0.00000000e+00  1.95620669e-01 -0.00000000e+00  7.09977750e-01
  1.69394836e-04  7.00447928e-01  4.13634833e-02  9.28622258e-01
  4.13634833e-02  7.00447928e-01  1.69394836e-04  7.09977750e-01
 -0.00000000e+00             nan             nan]","[           nan 3.97243341e-02 1.67643677e-14 6.93674991e-01
 6.85344572e-02 7.00325081e-01 6.19527893e-01 7.39438885e-01
 6.19527893e-01 7.00325081e-01 6.85344572e-02 6.93674991e-01
 1.11022302e-16            nan            nan]"
"[-0.00000000e+00  4.35076844e-01 -2.22044605e-16  7.07949750e-01
  3.60506796e-04  7.06225064e-01  3.50306577e-02  7.68762392e-01
  3.50306577e-02  7.06225064e-01  3.60506796e-04  7.07949750e-01
  1.11022302e-16             nan             nan]","[            nan  5.06249325e-01  6.77236045e-15  6.93448277e-01
  1.93674327e-02  6.99809605e-01  2.08220491e-01  7.30484235e-01
  2.08220491e-01  6.99809605e-01  1.93674327e-02  6.93448277e-01
 -0.00000000e+00             nan             nan]"
